ID,designation_header,strain_number_header,is_type_strain_header,species,Cell length (µm),Cell Width (µm),Cell Shape,Reference,NCBI ID
6693.0,DI70,"DSM 19284, CIP 110162, JCM 14600",1.0,Lactobacillus equicursoris,20,0.75,rod-shaped,29241.0,1293597
6678.0,,"DSM 18793, JCM 14505, NRIC 0697",1.0,Limosilactobacillus equigenerosi,1.15,0.65,ovoid-shaped,32279.0,417373
6682.0,R-34115,"DSM 21115, LMG 24284",1.0,Lactiplantibacillus fabifermentans,10,2,rod-shaped,28904.0,483011
24137.0,AFL 13-2,"DSM 23956, CIP 110788, JCM 17300",1.0,Ligilactobacillus faecis,5,0.8,rod-shaped,31129.0,762833
6643.0,,"DSM 18382, JCM 14108, NRIC 0676",1.0,Lentilactobacillus farraginis,03-06,0.8,rod-shaped,31901.0,390841
6696.0,F9-1,"DSM 22689, JCM 16035, NRIC 0771",1.0,Fructilactobacillus florum,1.5-7,0.8,rod-shaped,29704.0,1423745
133700.0,,"JCM 17355, BCRC 80278, YM 0097",1.0,Companilactobacillus futsaii,1.5-10.0,0.7-0.8,rod-shaped,30201.0,1423818
6617.0,Kx156A7,"DSM 16045, CCUG 48454, LMG 22113, CIP 109873",1.0,Limosilactobacillus gastricus,1.2,0.9,rod-shaped,31225.0,227942
6657.0,L489,"DSM 18630, CCUG 53453, CIP 109616, JCM 15611",1.0,Liquorilactobacillus ghanensis,1.95,0.75,rod-shaped,32012.0,399370
6700.0,202,"DSM 23908, CRBIP 24.85, KCTC 21043",1.0,Lactobacillus gigeriorum,0.59-2.07,,rod-shaped,30008.0,1423751
6624.0,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325",1.0,Levilactobacillus hammesii,3,0.5,rod-shaped,31323.0,267633
6675.0,,"DSM 18933, CIP 109885, JCM 14209, CCUG 56036, KBL 13",1.0,Ligilactobacillus hayakitensis,4,1.25,rod-shaped,32211.0,396716
24132.0,LOOC260,"DSM 26202, CIP 110792, JCM 18461, KCTC 21044",1.0,Paucilactobacillus hokkaidonensis,2.25,1,rod-shaped,30898.0,1291742
6705.0,61D,"DSM 23910, CRBIP 24.179, KCTC 21045",1.0,Lactobacillus hominis,2.65,0.55,rod-shaped,30463.0,1423758
6672.0,UCC128,"DSM 19519, CIP 109892, JCM 16179, LMG 24241",1.0,Liquorilactobacillus hordei,1,0.5-0.8,rod-shaped,32497.0,468911
132362.0,TMW1.2011,"DSM 29801, CECT 8802",1.0,Companilactobacillus insicii,3-6,1,rod-shaped,44054.0,1732567
24134.0,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1.0,Loigolactobacillus iwatensis,1.85,1,rod-shaped,31094.0,1267156
133267.0,,"Ru20-1, LMG 29008, NBRC 111239, PCU 346, TISTR 2381",1.0,Fructilactobacillus ixorae,0.64-2.55,0.35-0.47 mm,rod-shaped,25057.0,1750535
6615.0,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115",1.0,Lactobacillus kalixensis,5.75,1,rod-shaped,31225.0,227944
133577.0,,"KCTC 12976, JCM 15530, DCY 51",1.0,Secundilactobacillus kimchicus,1.5,0.55,rod-shaped,29632.0,1302272
23074.0,L133,"DSM 24716, JCM 17702, KACC 15533",1.0,Companilactobacillus kimchiensis,3,,rod-shaped,30505.0,993692
158793.0,Hime 5-1,"JCM 31635, DSM 103730",1.0,Companilactobacillus metriopterae,0.6-1.2,0.2,rod-shaped,65552.0,
158413.0,Hlig3,"DSM 104126, NRRL B-65473",1.0,Apilactobacillus micheneri,0.9-1.6,0.6-0.8,rod-shaped,65392.0,1899430
24139.0,,"DSM 28402, 11050, CCUG 62991, LMG 27194, KCTC 21026",1.0,Lactiplantibacillus mudanjiangensis,2,0.9,rod-shaped,31160.0,1296538
6667.0,,"DSM 19117, CCUG 52843, CIP 109498, LMG 23583, JCM 15612",1.0,Levilactobacillus namurensis,6,0.75,rod-shaped,31892.0,380393
6628.0,LP33,"DSM 16982, CIP 108546, TMW 1.1265",1.0,Companilactobacillus nantensis,02-05,1,rod-shaped,31462.0,305793
6703.0,SU 18,"DSM 26653, CGMCC 1.10801, JCM 17158",1.0,Lacticaseibacillus nasuensis,8.7-9,2.9-3,rod-shaped,30252.0,1291734
134061.0,11102,"LMG 27192, NCIMB 14833",1.0,Paucilactobacillus nenjiangensis,2,0.9,rod-shaped,31160.0,1296540
6674.0,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1.0,Companilactobacillus nodensis,5,1.8,rod-shaped,32611.0,460870
6697.0,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304",0.0,Secundilactobacillus odoratitofui,01-03,0.3-0.4,rod-shaped,29711.0,1423776
6676.0,59b,"DSM 19972, CECT 7334",1.0,Liquorilactobacillus oeni,2.36,0.8,rod-shaped,29156.0,303241
24133.0,,"DSM 26518, JCM 18671, KCTC 21047, SG 293",1.0,Secundilactobacillus oryzae,5,1,rod-shaped,30984.0,1291743
158390.0,Bb203,"DSM 102188, ACCC 19955",1.0,Lactobacillus panisapium,1.5-4.1,0.3-0.45,rod-shaped,65340.0,2012495
6644.0,,"DSM 18390, JCM 14109, NRIC 0677",1.0,Lentilactobacillus parafarraginis,02-04,0.8,rod-shaped,31901.0,390842
159797.0,,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1.0,Lactobacillus paragasseri,1.5-5.0,0.5,rod-shaped,66734.0,
6579.0,"203, Lb 203","DSM 19674, CECT 7310, JCM 16180",0.0,Companilactobacillus bobalius,1.65-3.41,0.71-1.03,rod-shaped,32562.0,83526
6489.0,1517,"DSM 23907, CRBIP 24.76, KCTC 21048",1.0,Lactobacillus pasteurii,1.19,0.47,rod-shaped,30463.0,1423758
6695.0,"1.1424, TMW 1.1424","DSM 22467, JCM 18045, LMG 25291",1.0,Levilactobacillus paucivorans,1.5-5,0.9,rod-shaped,29658.0,616990
140410.0,IWT25,"DSM 102974, JCM 31145",1.0,Secundilactobacillus pentosiphilus,1.1-1.5,0.7,rod-shaped,43902.0,1714682
24127.0,,"DSM 28122, E100301, KCTC 13174, NBRC 103219, RIFY 6501",1.0,Ligilactobacillus pobuzihii,2.2-3.9,0.5,rod-shaped,29607.0,1242253
159748.0,,"KCTC 21090, NBRC 112917, SG 816",1.0,Lactobacillus porci,3.5-5.5,0.5-0.7,rod-shaped,66676.0,2012477
24130.0,,"DSM 28071, CCUG 62266, LMG 26767, R-42633, KCTC 21027, JCM 19617",1.0,Lacticaseibacillus porcinae,1.75,1,ovoid-shaped,30777.0,1123687
158411.0,HV_6,"DSM 104127, NRRL B-65474",1.0,Apilactobacillus quenuiae,0.9-2.3,0.3-0.4,rod-shaped,65392.0,2008377
6601.0,CS1,"CCUG 52239, ATCC BAA 822, DSM 15814, CIP 109910, JCM 16176",1.0,Furfurilactobacillus rossiae,1.5,0.5,rod-shaped,31220.0,231049
6612.0,GDA154,"DSM 16049, CCUG 48462, CIP 109907, LMG 22087",1.0,Ligilactobacillus saerimneri,2.8,1,rod-shaped,30198.0,228229
6701.0,,"DSM 24301, JCM 17471, YIT 12363",1.0,Lacticaseibacillus saniviri,1.5-3.0,1,rod-shaped,30248.0,1293598
6621.0,,"DSM 16230, NRIC 0604, CCUG 52399, JCM 12392",1.0,Liquorilactobacillus satsumensis,1.25,0.7,rod-shaped,31301.0,259059
6669.0,,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",1.0,Limosilactobacillus secaliphilus,02-04,0.5-1,rod-shaped,31950.0,396268
6702.0,,"DSM 24302, JCM 17472, YIT 12364",1.0,Lentilactobacillus senioris,01-10,0.7,rod-shaped,30248.0,1423802
6679.0,L13,"DSM 21775, NBRC 103853, TISTR 1847",1.0,Levilactobacillus senmaizukei,3,0.65,rod-shaped,32553.0,1423803
24131.0,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1.0,Schleiferilactobacillus shenzhenensis,3.75,0.7,rod-shaped,30649.0,1231336
140409.0,IWT5,"DSM 102973, JCM 31144",1.0,Secundilactobacillus silagincola,1.3-3.0,0.7,rod-shaped,43902.0,1714681
6694.0,M36,"DSM 23365, JCM 2765, LMG 23904, M36",1.0,Secundilactobacillus similis,3.5,0.5,rod-shaped,29360.0,1423804
24140.0,7-19,"KCTC 21025, DSM 28401, CCUG 62990, LMG 27191, NCIMB 14832",1.0,Lacticaseibacillus songhuajiangensis,3,0.9,rod-shaped,31160.0,1296539
6692.0,,"DSM 21376, JCM 15457, NRIC 0736",1.0,Liquorilactobacillus sucicola,2.5,1,rod-shaped,29109.0,519050
6690.0,FI RDI 006,"DSM 21401, BCRC 17755, CIP 110030",1.0,Lactobacillus taiwanensis,11,0.75,rod-shaped,29122.0,508451
159887.0,NIBRBAC000499792,"KCTC 21093, JCM 32269",1.0,Companilactobacillus metriopterae,2.5-3,0.4-0.5,rod-shaped,66650.0,2269374
158412.0,HV_12,"DSM 104128, NRRL B-65472",1.0,Apilactobacillus timberlakei,0.8-1.6,0.5-0.7,rod-shaped,65392.0,2008380
6619.0,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1.0,Lactobacillus ultunensis,16,1,rod-shaped,31225.0,227945
132356.0,WDC04,"DSM 29958, LMG 28678",1.0,Paucilactobacillus wasatchensis,1.5-3.0,0.8-1.2,rod-shaped,44055.0,1335616
6660.0,R-18615,"DSM 19395, CCM 7241, LMG 22198, R-18615, CCUG 50163",1.0,Levilactobacillus zymae,11,1,rod-shaped,31309.0,267363
159832.0,SYF10-1a,"KACC 18726, NBRC 112011",1.0,Lactobacilus nuruki,1.7-2.7,0.7-0.8,rod-shaped,66698.0,1993540
158388.0,Rs-Y01,"DSM 105715, JCM 32106",1.0,Lactococcus reticulitermitis,2.4,0.8-1.5,coccus-shaped,65425.0,
158433.0,NtB2,"DSM 107259, JCM 32569",1.0,Lactococcus termiticola,0.5-0.68,0.34-0.38,coccus-shaped,66772.0,2169526
132456.0,CT6,"DSM 100029, KCTC 42939, MCC 2711",1.0,Lampropedia cohaerens,0.48-0.62,0.32-0.39,coccus-shaped,43722.0,1610491
6302.0,R-AC-013,"DSM 18607, KCTC 19200",1.0,Lapillicoccus jejuensis,0.25,,coccus-shaped,32068.0,402171
133613.0,M2T2B15,"KACC 14040, NBRC 106324",1.0,Larkinella bovis,2.2,1.05,rod-shaped,29769.0,683041
134165.0,,"NCIMB 14103, CCUG 55608, LMG 22510",1.0,Larkinella insperata,1.5-3,0.5-0.9,rod-shaped,31640.0,332158
158687.0,15J6-3T6,"KCTC 42998, JCM 31989",1.0,Larkinella knui,1.9-4.2,0.7-0.9,rod-shaped,65423.0,
140767.0,15J11-11,"KCTC 42996, JCM 31657",1.0,Larkinella ripae,1.3-2.4,0.8-1.1,rod-shaped,43545.0,
141153.0,MIMbqt9,"MCCC 1K01309, KCTC 42800",1.0,Larkinella soli,2.7-5.8,1.5-2.1,rod-shaped,44074.0,
132991.0,ST307,"DSM 22428, CGMCC 1.8902",1.0,Larsenimonas suaedae,0.8-1.5,0.4-0.6,rod-shaped,43589.0,1851019
132579.0,"CCF-01, X1036","DSM 45743, CCUG 66657, CC 2884",1.0,Lawsonella clevelandensis,2,0.5-1.0,pleomorphic-shaped,43068.0,1528099
157758.0,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1.0,Lawsonibacter asaccharolyticus,2.4-20,0.8-1.5,rod-shaped,66569.0,2108523
3812.0,4M15,"DSM 17132, KACC 11308",1.0,Leadbetterella byssophila,4.5,0.75,rod-shaped,31525.0,649349
10422.0,,"DSM 16356, JCM 12420, PD Pd55",1.0,Lebetimonas acidiphila,2,0.7,rod-shaped,31331.0,267990
10520.0,HW7,"DSM 17879, KCTC 12585",1.0,Leeia oryzae,1.1-1.8,0.5-0.8,rod-shaped,31878.0,356662
134192.0,,"CECT 7118, CCUG 51940, MED 217",1.0,Leeuwenhoekiella blandensis,1.5-4,0.4-0.7,rod-shaped,31767.0,398720
140891.0,G18,"CCTCC AB 2015204, KCTC 42729",1.0,Leeuwenhoekiella nanhaiensis,1.4-4.1,0.4-0.7,rod-shaped,43723.0,
5603.0,,"DSM 19859, KCTC 22020, KMM 6264, LMG 24856",1.0,Leeuwenhoekiella palythoae,2.3,0.45,rod-shaped,29293.0,573501
6788.0,LegA,"DSM 24804, CSUR P146",1.0,Legionella massiliensis,2,0.66,rod-shaped,30516.0,1034943
6776.0,SG7 München,"DSM 24999, R7",0.0,Legionella pneumophila,1.55,0.7,ovoid-shaped,31230.0,256326
133211.0,,"LS-1, DSM 101682, CSUR P2101",1.0,Legionella saoudiensis,0.87,0.61,,25004.0,
6789.0,LegM,"DSM 24805, CSUR P145",1.0,Legionella tunisiensis,1.5,0.54,rod-shaped,30516.0,1034944
133477.0,SPC-20,"NCCB 100227, LMG 24541",1.0,Leifsonia antarctica,0.7,0.5,rod-shaped,29117.0,494024
133476.0,KFC-22,"NCCB 100216, LMG 24362",1.0,Leifsonia kafniensis,1.5,0.4,rod-shaped,29117.0,475957
7346.0,TG-S248,"DSM 23871, JCM 15679, LMG 24767, TG-S248",1.0,Leifsonia soli,0.75,0.45,rod-shaped,29500.0,582665
13670.0,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1.0,Leisingera aquimarina,1.4,1,ovoid-shaped,32650.0,476529
13734.0,,"DSM 24564, CCUG 55859, LMG 24369",1.0,Leisingera caerulea,1.8,0.9,rod-shaped,28960.0,999549
13732.0,TF-218,"DSM 23529, JCM 13606, KCTC 12794",1.0,Leisingera daeponensis,1.35,0.65,ovoid-shaped,31996.0,999547
13671.0,NH52F,"DSM 24252, CCTCC AB 208316, LMG 24841, MCCC 1A04178",1.0,Sedimentitalea nanhaiensis,2.28,0.71,rod-shaped,29295.0,571166
158809.0,PFL01,"KCCM 43247, JCM 31901",1.0,Lelliottia jeotgali,1.2-1.6,0.6-0.7,rod-shaped,65572.0,
1364.0,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588",1.0,Lentibacillus halodurans,1.5-2.5,0.5,rod-shaped,23001.0,237679
1362.0,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, PS11-2, TISTR 1549",1.0,Lentibacillus halophilus,1.0-3.0,0.4-0.6,rod-shaped,22999.0,295065
1367.0,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1.0,Lentibacillus jeotgali,2.0-4.0,0.5-1.0,rod-shaped,23004.0,558169
134103.0,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577",1.0,Lentibacillus juripiscarius,3.75,0.45,rod-shaped,31308.0,1293599
1363.0,PN7-6,"DSM 19124, JCM 12580, PCU 259, PN7-6, TISTR 1551",1.0,Lentibacillus kapialis,0.8-2.5,0.2-0.4,rod-shaped,23000.0,340214
1361.0,BH260,"DSM 16462, KCTC 3915",1.0,Lentibacillus lacisalsi,1.2-3.0,0.4-0.6,rod-shaped,22998.0,284575
1368.0,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1.0,Lentibacillus persicus,1.5-4.0,0.9,rod-shaped,23005.0,640948
133029.0,WD4L-1,"DSM 101738, CGMCC 1.15454",1.0,Lentibacillus populi,1.5-2.9,0.4-0.6,rod-shaped,25092.0,1827502
1360.0,BH139,"DSM 16459, KCTC 3911",1.0,Lentibacillus salarius,1.5-3.0,0.2-0.3,rod-shaped,22997.0,284578
1359.0,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560",1.0,Lentibacillus salicampi,2.0-4.0,0.4-0.7,rod-shaped,22996.0,175306
1365.0,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1.0,Lentibacillus salinarum,2.0-4.0,0.7-1.2,rod-shaped,23002.0,446820
1366.0,BH113,"DSM 16817, KCTC 3936",1.0,Lentibacillus salis,0.8-2.5,0.4-0.6,rod-shaped,23003.0,297171
140768.0,0W14,"KCTC 33835, MCCC 1H00171",1.0,Lentibacillus sediminis,1.2-2.3,0.4-0.6,rod-shaped,43546.0,
133683.0,ZXM100,"LMG 24861, CGMCC 1.10234",1.0,Lentibacter algarum,01-03,0.8-1,ovoid-shaped,30139.0,576131
140821.0,TBC1,"JCM 30898, DSM 100618",1.0,Lentimicrobium saccharophilum,2-4,0.4-0.6,rod-shaped,43611.0,
133917.0,,"KCTC 23780, NBRC 108776, IMCC 11369",1.0,Lentisphaera marina,0.8,0.8,coccus-shaped,30871.0,1111041
140311.0,SYSU K10001,"DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394",1.0,Lentzea cavernae,2.0-3.0,0.2-0.5,rod-shaped,43285.0,2020703
159642.0,NEAU-LZS 42,"DSM 105696, CGMCC 4.7428",1.0,Lentzea terrae,2.2-2.3,0.7-0.8,rod-shaped,66738.0,56099
133450.0,YM3-301,"KCTC 221605, MBIC06275 5, NBRC 104141",1.0,Leptobacterium flavescens,8.75,0.55,rod-shaped,29029.0,472055
503.0,YMTK-2,"DSM 16556, JCM 12579",1.0,Leptolinea tardivitalis,>100,<0.2,filament-shaped,23356.0,229920
23076.0,Eri-1,"DSM 26084, JCM 18486",1.0,Leptospira idonii,10.6,0.2,rod-shaped,30908.0,1193500
133434.0,Bejo-Iso9T,"WHOL1101, KIBejo-Iso9",1.0,Leptospira kmetyi,11.5,0.2,,28964.0,408140
158606.0,CLM-U50,"CIP 111407, DSM 105752",1.0,Leptospira venezuelensis,6-20,0.1,helical-shaped,65326.0,
17864.0,LB 57,"DSM 19756, CCUG 32286, CIP 107915",1.0,Pseudoleptotrichia goodfellowii,3,0.45,rod-shaped,30006.0,714315
17865.0,"L48, LB 23","DSM 21651, CCUG 47504, CIP 107917",1.0,Leptotrichia hofstadii,11.25,0.7,rod-shaped,30006.0,157688
17866.0,LB 37,"DSM 19757, CCUG 47503, CIP 107916",1.0,Leptotrichia shahii,12.5,0.7,rod-shaped,30006.0,157691
17867.0,LB 16,"DSM 19758, CCUG 47505, CIP 107918",1.0,Leptotrichia wadei,6.25,0.45,rod-shaped,30006.0,157687
7358.0,Sj 10,"DSM 22806, CCM 7705, CCUG 58488",1.0,Leucobacter aerolatus,2,,rod-shaped,29797.0,696001
7349.0,,"DSM 17379, IAM 14851, TISTR 1515, F-8, CCUG 50213",1.0,Leucobacter albus,0.8,0.35,rod-shaped,29956.0,272210
7355.0,MM2LB,"DSM 19883, LMG 24399",1.0,Leucobacter chironomi,1.175,0.625,rod-shaped,29040.0,491918
132479.0,T14,"DSM 28968, JCM 30245",1.0,Leucobacter holotrichiae,0.7-2.5,0.4-0.6,rod-shaped,43675.0,1494430
7351.0,40,"DSM 17402, CIP 108831",1.0,Leucobacter iarius,1.66-2.91,0.37-0.49,rod-shaped,31940.0,333963
140342.0,A2,"DSM 104477, JCM 19316, KACC 17571",1.0,Leucobacter ruminantium,1.0-1.6,0.2-0.5,rod-shaped,43843.0,1289170
132119.0,M1-8,"DSM 103340, JCM 16362, KACC 21127",1.0,Leucobacter salsicius,1.25,,rod-shaped,29800.0,1238186
7354.0,K 70/01,"DSM 19811, LMG 24388",1.0,Leucobacter tardus,0.8-1.6,0.4-0.6,rod-shaped,31201.0,501483
158382.0,JW-1,"DSM 105188, LMG 30083",1.0,Leucobacter triazinivorans,0.7-1.8,0.4-0.6,rod-shaped,65298.0,1784719
7391.0,S27,"DSM 20621, CCM 8762",1.0,Leucobacter weissii,2,0.5,rod-shaped,65225.0,1983706
6839.0,,"DSM 21478, CCUG 54536, LMG 23990",1.0,Leuconostoc holzapfelii,2.5,0.9,ovoid-shaped,32307.0,434464
140557.0,DRC1506,"JCM 31787, KCCM 43249",1.0,Leuconostoc mesenteroides subsp. jonggajibkimchii,0.6-1,,coccus-shaped,43307.0,
159811.0,,"KACC 18010, NBRC 110382, IMCC 9719",1.0,Leucothrix arctica,1.1-2.0,0.5-0.6,rod-shaped,66775.0,1481894
504.0,KIBI-1,"DSM 16555, JCM 12578",1.0,Levilinea saccharolytica,>100,0.4-0.5,filament-shaped,23356.0,229921
14049.0,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1.0,Lewinella agarilytica,3.25,0.5,rod-shaped,32283.0,478744
133425.0,,"KCCM 42688, NBRC 103142, IMCC 3223, DSM 105096",1.0,Lewinella antarctica,11.8,1.15,rod-shaped,28897.0,442734
133002.0,HDW-36,"DSM 105137, CECT 8901, HDW-36, KCTC 42719",1.0,Lewinella aquimaris,2.0-5.0,2.0-5.0,,,1835722
14046.0,II-2,"DSM 23179, ATCC 23123, NBRC 102661, NCIMB 12855",1.0,Lewinella cohaerens,1.2-2,0.3-0.5,rod-shaped,28558.0,70995
140717.0,,"KCTC 42187, CECT 8679, HME 9359",1.0,Lewinella lacunae,2-3.1,0.6-0.8,rod-shaped,43488.0,
132094.0,,"DSM 102254, FYK2402M69, NBRC 102634, NCIMB 14313",1.0,Lewinella lutea,0.8,0.4,rod-shaped,32322.0,438752
132093.0,MKG-38,"DSM 104084, NBRC 102633, NCIMB 14312",1.0,Lewinella marina,0.8,0.45,rod-shaped,32322.0,438751
140713.0,,"KACC 17619, CECT 8419, HME 9321",1.0,Lewinella maritima,2-3.2,0.8-1,rod-shaped,43488.0,
24013.0,,"DSM 26026, KCTC 22132, MBIC 08286, YM11-185",1.0,Limibacter armeniacum,27.5,0.4,rod-shaped,32507.0,466084
140769.0,,"KCTC 52187, NBRC 112522, DSM 108279, CAU 1123",1.0,Limibaculum halophilum,1.2-1.9,0.6-1.3,rod-shaped,43547.0,1902428
130608.0,LL-001,"DSM 29954, CECT 8072, JCM 18161",1.0,Limimaricola cinnabarinus,3.25,0.95,rod-shaped,30728.0,1337093
13678.0,JJM85,"DSM 21424, KCTC 22372",1.0,Limimaricola pyoseonensis,2.15,0.7,rod-shaped,29334.0,521013
24534.0,Ia16,"DSM 25584, IBRC-M 10018",1.0,Limimonas halophila,1.75,0.15,rod-shaped,30655.0,1082479
133611.0,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1.0,Limnobacter litoralis,2,0.5,rod-shaped,29757.0,481366
2055.0,CS-K2,"DSM 13612, CIP 107302, LMG 19593",1.0,Limnobacter thiooxidans,1.5-3.7,0.6-1.5,rod-shaped,23161.0,131080
3033.0,MWH-BRAZ-DAM2D,"CCUG 57769, DSM 21646, CCUG 56719, KCTC 42566",1.0,Limnohabitans australis,1.0-1.7,0.4-0.5,rod-shaped,23096.0,544681
3032.0,MWH-C5,"DSM 21645, CCUG 56720, KCTC 42562, CCUG 57770",1.0,Limnohabitans curvus,1.0-1.5,0.4-0.5,rod-shaped,23095.0,323423
3034.0,II-B4,"DSM 21592, CIP 109845, CCUG 56787",1.0,Limnohabitans parvus,0.46-0.74,0.25-0.35,rod-shaped,23094.0,1293052
3035.0,II-D5,"CCUG 56788, DSM 21594, CIP 109844",1.0,Limnohabitans planktonicus,0.64-1.16,0.23-0.37 mm,rod-shaped,23094.0,1293045
133499.0,H6,"CGMCC 1.7005, JCM 15141",1.0,Lishizhenia tianjinensis,2.5,0.35,rod-shaped,29203.0,477690
6881.0,"Allerberger 700284/02, CLIP 2007/00563","DSM 22097, CIP 109804, CCUG 59857",1.0,Listeria rocourtiae,01-02,0.4-0.5,rod-shaped,29629.0,647910
23078.0,,"DSM 24698, LMG 26374, WS 4560",1.0,Listeria weihenstephanensis,3.25,0.45,rod-shaped,30470.0,1006155
23240.0,,"DSM 26922, JCM 16493, NRIC 0773, KMM 3851",1.0,Litoreibacter albidus,1.9,0.5,rod-shaped,29724.0,670155
13858.0,GA2-M15,"DSM 19593, KACC 12675",1.0,Litoreibacter arenae,1.2-2.4,0.7-1.2,,32648.0,1123360
130644.0,P-MA1-7,"DSM 29467, CCUG 63416, KCTC 32213",1.0,Litoreibacter halocynthiae,1.3,0.6,coccus-shaped,30920.0,1242689
23241.0,,"DSM 26921, JCM 16492, NRIC 0772, KMM 3842",1.0,Litoreibacter janthinus,1.9,0.5,rod-shaped,29724.0,670154
130643.0,MA1-1,"DSM 29466, CCUG 61486, KCTC 23699, KCTC 23699T",1.0,Litoreibacter meonggei,1.5,0.8,ovoid-shaped,30398.0,1049199
133992.0,JC166,"KCTC 32217, LMG 27256",1.0,Litoribacter alkaliphilus,1.75,0.65,rod-shaped,31019.0,1237105
133622.0,YIM CH208,"ACCC 05414, KCTC 22899",1.0,Litoribacter ruber,1.2-1.5,0.3-0.5,rod-shaped,29810.0,702568
159713.0,Eup a-2,"BCRC 81004, LMG 29725, KCTC 52438",1.0,Litoribrevibacter euphylliae,1.5-2.5,0.4-0.6,rod-shaped,66549.0,1834034
134256.0,,"KCCM 42360, NBRC 102074, IMCC 1097",1.0,Litoricola lipolytica,1.05,0.6,rod-shaped,32162.0,418701
133567.0,,"KCTC 22683, NBRC 105824, IMCC 2782",1.0,Litoricola marina,0.6-1.8,0.3-0.7,rod-shaped,29568.0,646532
23349.0,,"DSM 25763, ATCC BAA 2444, PRI 4131",1.0,Litorilinea aerophila,100,0.5,rod-shaped,30776.0,1204385
158631.0,,"CCM 8709, CIP 111178, LMG 29765, MaA MAA42",1.0,Litorimonas haliclonae,1.5-1.9,0.6-0.8,rod-shaped,65354.0,
133877.0,BB-MW24,"KCTC 32139, CCUG 62953",1.0,Litorisediminicola beolgyonensis,3.4,0.6,rod-shaped,30749.0,1173614
133224.0,,"YSM-17, KCTC 52249, NBRC 112330",1.0,Litorisediminivivens gilvus,0.5-3.5,0.5-3.5,,,1849019
159817.0,FSX-11,"JCM 32715, MCCC 1K03503",1.0,Litorivita pollutaquae,0.8-1.7,0.5-0.8,oval-shaped,66782.0,1904441
140770.0,OISW-6,"KCTC 52837, NBRC 112781",1.0,Loktanella acticola,0.4-1.2,,pleomorphic-shaped,43548.0,
24491.0,IG8,"DSM 29326, IAM 15450, JCM 23210, NCIMB 14280",1.0,Loktanella atrilutea,1.9,0.75,rod-shaped,32111.0,366533
13674.0,R-7670,"DSM 16213, LMG 22007",1.0,Loktanella fryxellensis,2.5,1,rod-shaped,30155.0,245187
13672.0,R-8904,"DSM 16199, LMG 21507",1.0,Loktanella salsilacus,3.5,1,rod-shaped,30155.0,195913
140500.0,WDS2C18,"KCTC 52045, MCCC 1H00132",1.0,Longibacter salinarum,6.0-12.0,0.3-0.4,rod-shaped,43119.0,1850348
132517.0,CB-286315,"DSM 29007, CECT 8660",1.0,Longimicrobium terrae,1.3-15,0.4-0.8,rod-shaped,43651.0,1639882
140771.0,BSker3,"JCM 31343, UNIQEM U1010",1.0,Longimonas haloalkaliphila,8-30,0.5-0.6,rod-shaped,43549.0,
158778.0,X5,"CGMCC 4.7317, NBRC 112237",1.0,Longivirga aurantiaca,1-5,0.2-0.3,rod-shaped,65532.0,
158749.0,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1.0,Lonsdalea britannica,1.1-2.0,0.5-0.7,rod-shaped,65502.0,
158750.0,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1.0,Lonsdalea iberica,1.5-2.0,0.7-0.9,rod-shaped,65502.0,
23013.0,NY060,"DSM 25466, NCAIM B 02483, CFCC 13125, LMG 27349",1.0,Lonsdalea populi,1.0-2.0,"1.5, 1.0-2.0",,,1172565
,,,,,1.5,,,,
133254.0,,"JC344, KCTC 42988, LMG 29259",1.0,Lunatimonas salinarum,2.0-3.0,0.3-0.5,crescent-shaped,25094.0,1774590
133459.0,CC-MHSW-2T,"KCTC 22538, JCM 15069",1.0,Lutaonella thermophila,1.5,0.45,rod-shaped,29064.0,488549
17465.0,,"DSM 23190, CCM 7598, CCUG 25036",1.0,Luteibacter anthropi,3,,rod-shaped,29232.0,564369
134069.0,CC-AMWY-103B,"JCM 18817, BCRC 80551",1.0,Luteibaculum oceani,1.6,0.4,rod-shaped,31167.0,1294296
