ID	designation	strain	type_strain	species	shape	reference	taxid	length	width	volume	surface
140605	3.5X	NBRC 110685, KCTC 42351, CPCC 100614, DSM 107085	1	Oleiagrimonas soli	rod-shaped	43265	1543381	1.0246950765959597	0.458257569495584	0.1438126368110469	1.475211093518552
11298	2O1	DSM 24913, BTCC B-675, NBRC 105760	1	Oleibacter marinus	rod-shaped	29682	484498	2.15	0.45	0.3180862561759666	3.0394908923481245
23458	8KG-4	DSM 24202, JCM 17152	1	Oligosphaera ethanolica	coccus-shaped	30595	760260	1.0	1.0	0.5235987755982988	3.141592653589793
133318	CC-KYC063	BCRC 80939, JCM 31198	1	Olivibacter composti	rod-shaped	25140	1854764	0.8944271909999159	0.5477225575051661	0.16772641285963066	1.5390597961942367
14138	DC-186	DSM 18733, CCUG 54353, LMG 23837, CIP 109620	1	Olivibacter domesticus	rod-shaped	32090	407022	1.35	0.55	0.27718010183234953	2.332632545290422
134299		KCTC 12646, LMG 23491, Gsoil 060	1	Olivibacter ginsengisoli	rod-shaped	32314	398048	1.4	0.8	0.5696754678509491	3.518583772020568
159786	BS18	KACC 16612, JCM 18200	1	Olivibacter ginsenosidimutans	rod-shaped	66581	1176537	1.9364916731037085	0.6324555320336759	0.542136212957401	3.8476494904855927
133862	14-2A	KCTC 23098, CCTCC AB 2010105	1	Olivibacter jilunii	rod-shaped	30701	985016	1.3	0.55	0.2653009546109631	2.2462387473167023
134298		KCTC 12645, LMG 23492, Gsoil 034	1	Olivibacter soli	rod-shaped	32314	398047	1.65	0.7	0.5451972250917285	3.628539514896211
134297		KCTC 12644, LMG 23494, Jip 13	1	Olivibacter terrae	rod-shaped	32314	398046	1.1	0.7	0.33353242005611633	2.419026343264141
140563	3Alg 18	KCTC 22024, KMM 6133, DSM 109192	1	Olleya algicola	rod-shaped	43302	2020714	1.6431676725154984	0.31622776601683794	0.12077526365994314	1.6324194278107962
5727	L-4	DSM 24464, CCUG 58074, KCTC 22661	1	Olleya aquimaris	rod-shaped	29507	639310	2.1	0.55	0.45536731015314563	3.628539514896212
5726		DSM 25196, ACAM 1065, CIP 108537, CAM 030	1	Olleya marilimosa	rod-shaped	31479	1353276	2.25	0.4	0.26598817800393587	2.827433388230814
24049	WT-MY15	DSM 28881, CCUG 61507, KCTC 23673	1	Olleya namhaensis	rod-shaped	30778	1144750	2.0	0.35	0.18119790128048627	2.199114857512855
17917		DSM 22228, CCUG 57622, CN 3	1	Orbus hercynius	ovoid-shaped	29700	593135	1.224744871391589	0.8	0.4815826319245302	3.0781195923884734
24796	C7	DSM 27928, JCM 18050, KACC 16544	1	Orbus sasakiae	coccus-shaped	30679	1078475	0.75	0.75	0.22089323345553233	1.7671458676442586
1381		DSM 15681, CCM 7096, WSBC 24001	1	Ornithinibacillus bavariensis	rod-shaped	23014	545502	3.4641016151377544	0.4	0.41855668659706674	4.353118474162122
1382	MB-9	DSM 16628, CCM 7237	1	Ornithinibacillus californiensis	rod-shaped	23014	161536	3.4641016151377544	0.4	0.41855668659706674	4.353118474162122
1383		DSM 22953, CCUG 53201	1	Ornithinibacillus contaminans	rod-shaped	23015	694055	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
23739		DSM 27695, G8B, IBRC-M 10683, KCTC 13822	1	Ornithinibacillus halophilus	rod-shaped	30658	930117	12.0	0.55	2.807438459987654	20.734511513692638
158695	LCB256	CGMCC 1.15809, KCTC 33862	1	Ornithinibacillus salinisoli	rod-shaped	65434		4.242640687119285	0.5916079783099616	1.112047858978047	7.885334978735079
6312	HB09001	DSM 23364, CGMCC 1.10341	1	Ornithinibacter aureus	rod-shaped	29855	622664	0.94	0.69	0.2654889265714028	2.0376369951183393
140865		CGMCC 1.14989, KCTC 39700, EGI 80423	1	Ornithinicoccus halotolerans	coccus-shaped	43686		0.6928203230275509	0.6928203230275509	0.1741247389664849	1.5079644737231006
6281	01-Gi-040	DSM 22056, CCM 7610	1	Ornithinimicrobium murale	coccus-shaped	30430	1050153	1.3	1.3	1.1503465099894628	5.3092915845667505
6280	LW6	DSM 21552, CGMCC 1.5362, JCM 14001	1	Ornithinimicrobium pekingense	rod-shaped	32268	1122622	1.3	0.65	0.3594832843717071	2.6546457922833753
134039	B2	CGMCC 1.12160, JCM 18464	1	Ornithinimicrobium tianjinense	rod-shaped	31115	1195761	1.35	0.5	0.23234695667174513	2.1205750411731104
6282	KV-628	DSM 18082, JCM 12835, NBRC 100762, NRRL B-24347	1	Oryzihumus leptocrescens	rod-shaped	31553	297536	1.4	0.65	0.3926663567752492	2.8588493147667116
140787	Aerobe-19	KACC 18485, KCTC 39705, NBRC 111450	1	Oryzihumus soli	coccus-shaped	43565		1.3416407864998738	1.3416407864998738	1.2644666515873306	5.654866776461628
140788	EPL6	LMG 28427, CECT 8927, CCUG 62476	1	Oryzisolibacter propanilivorax	rod-shaped	43566		1.9	0.6	0.4806636759992383	3.581415625092364
133342		TPP412, BCRC 80905, JCM 30814	1	Oryzomicrobium terrae	rod-shaped	25199	1735038	1.4422205101855958	0.5477225575051661	0.29679717290257823	2.4816593533923546
133851	GH1	KCTC 15176, NBRC 108824, JCM 18333	1	Oscillibacter ruminantium	rod-shaped	30675	1007096	3.5	0.5	0.6544984694978736	5.497787143782138
17691	Sjm 18-20	DSM 18026, NBRC 101213	1	Oscillibacter valericigenes	rod-shaped	31960	351091	3.872983346207417	0.5	0.7277335782701586	6.083668013960418
157756	SK3863	DSM 105395, KCCM 43236	1	Ottowia konkukae	rod-shaped	66724	2338647	1.0	0.7071067811865476	0.30013902048709157	2.221441469079183
159829	KADR8-3	KACC 19325, NBRC 113109	1	Ottowia oryzae	rod-shaped	66664	2109914	1.5874507866387544	0.9	0.819040801465449	4.488411356315684
2979	K11	DSM 14619, JCM 11629	1	Ottowia thiooxydans	rod-shaped	29945	219182	4.0	0.8	1.8765780117443034	10.053096491487338
140738	KJ21	KACC 19098, JCM 31805	1	Pacificibacter aestuarii	rod-shaped	43517		1.4966629547095764	0.5916079783099616	0.35720780526034074	2.781684714422908
13772	HDW-9	DSM 25228, CCUG 58403, KCTC 22805	1	Pacificibacter marinus	ovoid-shaped	29740	658057	4.0	0.75	1.6566992509164924	9.42477796076938
22906		DSM 26613, CCUG 53761, CCUG 53761 A, CCM 7698	1	Paenalcaligenes hominis	rod-shaped	29591	643674	1.65	0.5	0.2912518189265537	2.5918139392115793
7592	G2-1	DSM 15232, CCM 4924	1	Paenarthrobacter nitroguajacolicus	rod-shaped	30089	211146	2.5	0.8	1.1225957748827529	6.283185307179586
133094	KUDC4121	DSM 24950, KCTC 13870	1	Paenibacillus aceris	rod-shaped	25289	869555	2.23606797749979	0.28284271247461906	0.13457245070327006	1.9869176531592205
140618	L14	CGMCC 1.15420, JCM 31170	1	Paenibacillus aceti	rod-shaped	43136	1820010	2.9154759474226504	0.2449489742783178	0.1335409177816255	2.2435459087247516
158574	Q4-3	CGMCC 1.16134, KCTC 33911	1	Paenibacillus albidus	rod-shaped	65279		4.242640687119285	0.8944271909999159	2.478401370067267	11.92150591895532
11584	KSL-134	DSM 17040, CIP 109150, KCTC 3956	1	Paenibacillus alkaliterrae	rod-shaped	31540	320909	2.25	0.45	0.3339905689847649	3.1808625617596658
11575	MH21	DSM 15890, ATCC BAA 844, CIP 109447, KCTC 13749	1	Paenibacillus anaericanus	rod-shaped	31407	170367	3.5	0.75	1.4358060174609601	8.246680715673207
134087	20CM	LMG 22078, CECT 5836	1	Paenibacillus antarcticus	rod-shaped	31222	253703	2.5	0.7	0.8723155601467657	5.497787143782138
140474	CBM1	KCTC 33844, JCM 31620	1	Paenibacillus apis	rod-shaped	43251	1792174	1.7320508075688772	0.5477225575051661	0.3650868278811078	2.9803764797388297
140521	E3	KCTC 33574, LMG 28417	1	Paenibacillus arachidis	rod-shaped	43081	1500780	1.5427248620541512	0.5916079783099616	0.3698697333611951	2.867294973682937
158293		DSM 108811, JCM 30981, KCTC 33985, MME2_R6, PAMC 28731	1	Paenibacillus arcticus	rod-shaped	65278	1682150	2.0615528128088303	0.6928203230275509	0.6901247311216689	4.487091817449503
11599		DSM 18201, CIP 109026, JCM 13186, MTCC 6934, GPTSA 11	1	Paenibacillus assamensis	rod-shaped	31580	311244	1.75	0.55	0.37221327960344075	3.023782929080176
140714	RC11	KCTC 33816, LMG 29659, TISTR 2452	1	Paenibacillus aurantiacus	rod-shaped	43489		2.787471972953271	0.7348469228349535	1.0783221625197437	6.435129069885913
141156	NF2-4-5	KACC 18967, LMG 29963, DSM 104138	1	Paenibacillus azotifigens	rod-shaped	44077	2047734	2.1213203435596424	0.7745966692414834	0.8779753008064239	5.162163488590929
140850	Back-11	KCTC 33723, CECT 8890	1	Paenibacillus baekrokdamisoli	rod-shaped	43659		2.8142494558940574	1.161895003862225	2.573265986959644	10.272575638876912
11585	BP-23	DSM 15478, CECT 7022	1	Paenibacillus barcinonensis	rod-shaped	31353	198119	3.0	0.75	1.214912784005428	7.0685834705770345
11612	SAFN-016	DSM 22255, ATCC BAA 1209, CIP 109354, NBRC 101215	1	Paenibacillus barengoltzii	rod-shaped	31703	343517	3.872983346207417	0.6324555320336759	1.150503014353443	7.695298980971185
132451	BD 3526	DSM 28815, CGMCC 8333	1	Paenibacillus bovis	rod-shaped	43738	1616788	3.5242020373412193	0.848528137423857	1.832945515676223	9.394570261395755
23182	D75	DSM 24714, CGMCC 1.10784	1	Paenibacillus catalpae	rod-shaped	30629	1045775	1.8	0.65	0.525398646389418	3.6756634047000576
140900	BK114-2	KCTC 33251, TISTR 2282	1	Paenibacillus cathormii	rod-shaped	43739		2.1213203435596424	0.4898979485566356	0.3690782685103682	3.2648388556215915
132384	C4-5	DSM 100100, KCTC 33652	1	Paenibacillus cavernae	rod-shaped	43809	1660197	2.939387691339814	0.99498743710662	2.027621566465108	9.188070973014844
24285		DSM 28439, CCM 7759, CCUG 55240	1	Paenibacillus chartarius	rod-shaped	30400	747481	2.5	0.9	1.399579527174253	7.0685834705770345
24282		DSM 28440, CCUG 59129, KCTC 13717, CAU 9038	1	Paenibacillus chungangensis	rod-shaped	29823	696535	1.2	0.3	0.07775441817634737	1.1309733552923256
11582	B1768	DSM 16945, CIP 108109, LMG 18439, SSI 068	1	Paenibacillus cineris	rod-shaped	30123	237530	3.25	0.8	1.4995868933135281	8.168140899333462
132589	LC2-13A	DSM 101873, NRRL B-65368, UICC B-42	1	Paenibacillus cisolokensis	rod-shaped	43088	1658519	2.6832815729997477	2.1908902300206643	7.362579352116816	18.46871755433084
133429	CKOBP-6	BCRC 17728, LMG 24216	1	Paenibacillus contaminans	rod-shaped	28915	450362	2.5	0.9	1.399579527174253	7.0685834705770345
11581	B1718	DSM 16944, CIP 108110, LMG 18419, SSI 018	1	Paenibacillus cookii	rod-shaped	30123	157839	3.25	0.7	1.1609493851953279	7.147123286916779
158760	LPB0068	KACC 18694, JCM 31183	1	Paenibacillus crassostreae	rod-shaped	65512		1.8027756377319946	0.6324555320336759	0.5001280815183081	3.581966739295072
132572	AP-115	DSM 101601, CCM 8653, LMG 29222, CCM 8655	1	Paenibacillus cucumis	rod-shaped	43616	1776858	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
11607	LGC-32714SD17, SD17	DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335	1	Paenibacillus elgii	rod-shaped	29886	189691	4.0	0.9	2.3538382957021526	11.309733552923255
158407	KUDC 6143	DSM 106581, KCTC 33853	1	Paenibacillus elymi	rod-shaped	66629	2259011	2.32379000772445	0.5477225575051661	0.5045120921848464	3.9985946443425293
134004	PECAE04	LMG 27297, CECT 8234	1	Paenibacillus endophyticus	rod-shaped	31035	1294268	2.7	0.8	1.2231267397976264	6.785840131753954
159854	CFH S0170	KCTC 33624, BCRC 80802	1	Paenibacillus esterisolvens	rod-shaped	66556	1644124	2.449489742783178	0.8366600265340756	1.1933513637501083	6.4383490496069955
132397	SH7	DSM 29760, CECT 8558	1	Paenibacillus etheri	rod-shaped	43810	1306852	3.2	0.6	0.8482300164692442	6.031857894892403
133092	I12B-01101	DSM 26048, KCTC 33054, CPCC 100226	1	Paenibacillus eucommiae	rod-shaped	25258	1355755	2.8284271247461903	0.8944271909999159	1.5898247824355938	7.947670612636881
11588	GMP01	DSM 17253, CECT 5760, LMG 20987	1	Paenibacillus favisporus	rod-shaped	29934	221028	2.449489742783178	0.5916079783099616	0.6191297485464544	4.55260027262307
11625	ZL	DSM 21315, BCRC 17579, LMG 23577	1	Paenibacillus fonticola	rod-shaped	32045	379896	4.979959839195493	0.8944271909999159	2.9416726563700006	13.99331809534868
11628	T 98	DSM 17842, CCBAU 10203, CIP 110608	1	Paenibacillus forsythiae	rod-shaped	32273	365616	2.3	0.45	0.3419427253891641	3.2515483964654357
11603		DSM 18677, CIP 109800, KCTC 13059, Gsoil 139	1	Paenibacillus ginsengarvi	rod-shaped	32065	400777	2.1213203435596424	0.3872983346207417	0.23470299523650703	2.5810817442954646
11632		DSM 21568, JCM 14928, KCTC 13141, DCY 16	1	Paenibacillus ginsengihumi	rod-shaped	32362	1122919	2.75	0.65	0.8406378342230688	5.615596868291755
11648		DSM 22343, NCCB 100252, KFC 91	1	Paenibacillus glacialis	rod-shaped	29534	494026	2.2	0.5	0.3992440663937029	3.455751918948773
11635	B519	DSM 16969, KCTC 3951	1	Paenibacillus harenae	rod-shaped	32545	306543	3.0	1.0	2.0943951023931953	9.42477796076938
133207		AMTAE16, LMG 29501, CECT 9124	1	Paenibacillus hispanicus	rod-shaped	25026	1851510	2.692582403567252	0.7745966692414834	1.1471762044555958	6.552310977413901
11608	SG	DSM 22253, JCM 12520, KCTC 3919	1	Paenibacillus hodogayensis	rod-shaped	31377	279208	2.55	1.5	3.62264902867073	12.016591899980957
11616	PC-147	DSM 18784, CIP 110609, LMG 23886, NBRC 102415	1	Paenibacillus humicus	rod-shaped	32205	412861	2.0	0.5	0.35997415822383044	3.141592653589793
11647	FeL05	DSM 22170, ACCC 10718, CGMCC 1.8907, CIP 110610	1	Paenibacillus hunanensis	rod-shaped	29392	539262	2.55	0.85	1.2862203922572208	6.809402076655876
140475	LAH16	KCTC 33832, JCM 31621	1	Paenibacillus intestini	rod-shaped	43251	1792175	2.0	0.5477225575051661	0.4282208689668778	3.4414423257272855
140318	SK-3146	DSM 104139, KACC 18876, LMG 29568	1	Paenibacillus konkukensis	rod-shaped	43311	2020716	1.9364916731037085	0.7071067811865476	0.6678984405334198	4.301802907159107
11633	ABB-ID-KSY9, LBY	DSM 21992, JCM 14798, KCTC 13165	1	Paenibacillus konsidensis	rod-shaped	32468	479474	2.6457513110645907	0.5	0.48676713165423646	4.155936441033041
11563	MB 1871, R-7191	DSM 15596, CIP 108827, LMG 21940	1	Paenibacillus lactis	rod-shaped	30009	228574	4.5	0.75	1.8775924843720249	10.602875205865551
140459	Agd-32	BCRC 80902, KCTC 33691, LMG 28836	1	Paenibacillus lacus	rod-shaped	43197	1615953	3.4641016151377544	0.7071067811865476	1.267789461964031	7.695298980971184
140644	LNUB461	JCM 30712, CGMCC 1.15101	1	Paenibacillus liaoningensis	rod-shaped	43089	1473182	2.8583211855912904	0.6324555320336759	0.8317374953867258	5.679248822050327
158601	CJ6	KACC 19303, JCM 32079	1	Paenibacillus limicola	rod-shaped	65317		2.244994432064365	0.6324555320336759	0.6390552130736992	4.460619068312845
132390	R55	DSM 29850, CGMCC 1.15043	1	Paenibacillus marchantiophytorum	rod-shaped	43811	1619310	2.8774989139876315	0.4898979485566356	0.5116145710098843	4.4286428921109415
11579	2301065	KCTC 3991, DSM 16942, CCUG 48215, CIP 107939	1	Paenibacillus massiliensis	rod-shaped	30113	225917	3.0	0.5	0.5563236990731926	4.71238898038469
133206		BL24, NRRL B-51698, CCM 7577	1	Paenibacillus methanolicus	rod-shaped	25023	582686	2.65329983228432	0.7937253933193772	1.1819429956953424	6.616167277186356
158786	S8	KCTC 33848, JCM 31672	1	Paenibacillus mobilis	rod-shaped	65541		2.8284271247461903	0.7483314773547882	1.134296098004645	6.649498305652863
159846	RA17	KCTC 33894, CCTCC AB 2017053	1	Paenibacillus montanisoli	rod-shaped	66747	2081970	2.1354156504062622	0.8485281374238571	1.047605315768156	5.6924410554398
134375	MXC2-2	KCTC 13036, PCU 281, TISTR 1836	1	Paenibacillus montaniterrae	rod-shaped	32653	429342	6.5	0.65	2.085003049355901	13.273228961416876
11598	MC10	DSM 18200, CCUG 50090, GTC 1835, JCM 12774, CIP 108936, KCTC 3992	1	Paenibacillus motobuensis	rod-shaped	31474	295324	2.0	0.8	0.8712683625955694	5.026548245743669
11636	MX2-3	DSM 22867, KCTC 13044, PCU 276, TISTR 1828	1	Paenibacillus nanensis	rod-shaped	28883	393251	4.898979485566356	1.0954451150103321	4.27303515600998	16.85955535449774
140932	P5-1	CGMCC 1.15178, NBRC 111536	1	Paenibacillus nasutitermitis	rod-shaped	43812		2.7748873851023217	0.5916079783099616	0.7085780972744148	5.157381492670076
141157	JJ-59	DSM 103623, CIP 111179, LMG 29764	1	Paenibacillus nebraskensis		44078	2048549	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
133784	L10	KACC 16203, JCM 17814	1	Paenibacillus oceanisediminis	rod-shaped	30481	1356243	1.65	0.4	0.19058995431778078	2.0734511513692633
133265		1DrF-4, ACCC 19927, JCM 30486	1	Paenibacillus oryzae	rod-shaped	25128	1844972	1.5811388300841898	0.6123724356957945	0.4055643016703548	3.0418340069802086
159805	M4BSY-1	KCTC 33997, CGMCC 1.13667	1	Paenibacillus paeoniae	rod-shaped	66752	2292705	4.242640687119285	0.916515138991168	2.5974640451106765	12.215908420763109
11615		DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411	1	Paenibacillus panacisoli	rod-shaped	43394	363858	3.1622776601683795	0.4898979485566356	0.5652941000238814	4.866934411168334
11610	SAFN-007	DSM 19293, ATCC BAA 1211, NBRC 101214, SAFN-007	1	Paenibacillus pasadenensis	rod-shaped	31703	217090	3.872983346207417	0.6324555320336759	1.150503014353443	7.695298980971185
24280	RCB-08	DSM 28340, CECT 7358, KCTC 13222	1	Paenibacillus pectinilyticus	rod-shaped	28942	512399	2.5	0.6	0.6503096792930871	4.71238898038469
140866	PM10	LMG 28691, CECT 8827	1	Paenibacillus periandrae	rod-shaped	43687		3.9799497484264794	0.9486832980505138	2.589732464565051	11.861748620752753
11589		DSM 17399, CECT 5862, LMG 22192, PALXIL 04	1	Paenibacillus phyllosphaerae	rod-shaped	31327	274593	2.25	1.25	2.2498384888989404	8.835729338221293
11646		DSM 23906, KCTC 13941, LMG 23404, Gsoil 1138	1	Paenibacillus pocheonensis	rod-shaped	29254	363860	4.5	0.75	1.8775924843720249	10.602875205865551
140554	BL9	ICMP 17623, NBRC 105191	1	Paenibacillus polysaccharolyticus	rod-shaped	43305	363860	3.2031234756093934	0.6324555320336759	0.9400603295129067	6.364342578937021
11631	4401170	DSM 22280, CCUG 53519, CIP 109358	1	Paenibacillus provencensis	rod-shaped	32267	441151	3.05	0.95	1.937446369407605	9.102764713776425
11639	b09i-3	DSM 22870, CECT 7360, KCTC 13223	1	Paenibacillus pueri	rod-shaped	28946	512397	3.0	0.65	0.9235955152319243	6.126105674500097
24283		DSM 27603, CCUG 59189, KCTC 13718, CAU 9324	1	Paenibacillus puldeungensis	rod-shaped	29838	696536	1.05	0.35	0.08979719001510823	1.154535300194249
133371		TEGT-2, CCTCC AB 2015258, KCTC 33806	1	Paenibacillus qinlingensis	rod-shaped	25229	1837343	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
140933	694	CGMCC 1.15286, DSM 100762	1	Paenibacillus radicis	rod-shaped	43813		4.089009660052175	1.019803902718557	3.062297305301001	13.10040369643862
11651	MC-246, rec-246	DSM 22072, CCUG 57263	1	Paenibacillus residui	rod-shaped	29497	629724	1.4966629547095764	0.5	0.26114416048858125	2.350952671707799
133089	JJ-64	DSM 103963, CCM 8725, LMG 29875	1	Paenibacillus rhizoplanae		25250	1917181	2.449489742783178	0.8944271909999159	1.351731403366484	6.882884651454571
11587	CECAP06	DSM 17254, CECT 5831, LMG 21955	1	Paenibacillus rhizosphaerae	rod-shaped	31425	297318	3.05	0.95	1.937446369407605	9.102764713776425
133620	WPCB173	KCTC 13282, JCM 16352	1	Paenibacillus rigui	rod-shaped	29804	554312	3.5	0.5	0.6544984694978736	5.497787143782138
11620	T27	DSM 17841, CCBAU 10202, CIP 109632, KCTC 13697	1	Paenibacillus sabinae	rod-shaped	31848	365617	2.95	0.75	1.1928234606598747	6.9507737460674175
11578	2301083	DSM 16941, CCUG 48214, CIP 107938, KCTC 3993	1	Paenibacillus sanguinis	rod-shaped	30113	225906	2.5	0.5	0.45814892864851153	3.9269908169872414
11660	GTH-3	DSM 23491, CIP 110613, GT-H3, LMG 25635	1	Paenibacillus sediminis	rod-shaped	30269	664909	6.0	0.5	1.1453723216212788	9.42477796076938
132619	DB13260	DSM 28014, CGMCC 1.12769	1	Paenibacillus segetis	rod-shaped	43141	1325360	2.04939015319192	0.7071067811865476	0.7122335699892421	4.552600272623071
134374	X13-1	KCTC 13039, PCU 280	1	Paenibacillus septentrionalis	rod-shaped	32653	429341	7.0	0.65	2.250918411373612	14.294246573833558
158769	YYJ7-1	ACCC 19965, KCTC 33849	1	Paenibacillus shunpengii	rod-shaped	65524		0.9797958971132712	0.4898979485566356	0.15390597961942368	1.5079644737231006
134373	S5-3	KCTC 13038, PCU 279, TISTR 1831	1	Paenibacillus siamensis	rod-shaped	32653	429340	7.5	0.65	2.416833773391323	15.315264186250241
132640	LOOC204	DSM 101953, JCM 30974, MAFF 516319	1	Paenibacillus silagei	rod-shaped	24922	1670801	5.477225575051661	0.7937253933193772	2.579223833617697	13.65780081786921
133090	DB 13031	DSM 28013, CGMCC 1.12770	1	Paenibacillus silvae	rod-shaped	25313	1325358	2.1330729007701543	0.6324555320336759	0.6038940270244579	4.238240202015765
133264		TEGR-3, CCTCC AB 2016047, KCTC 33807	1	Paenibacillus sinopodophylli	rod-shaped	25129	1837342	2.4899799195977463	0.7348469228349535	0.9521513178611308	5.748341981375775
141158	T16R-228	KACC 18654, NBRC 111896	1	Paenibacillus solanacearum	rod-shaped	44079		3.1622776601683795	1.1224972160321824	2.7591202579317935	11.151547670782112
133010	FJAT-22460	DSM 100999, CCTCC AB 2015207	1	Paenibacillus solani	rod-shaped	25021	1705565	2.2978250586152114	0.529150262212918	0.4665293825202973	3.8198459584871354
