taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid374982	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.6548667764616285	sphere/spheroid	Synechococcus sp. PCC 73109	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria	species	G001521855	3298676.0	49.34	3144.0	88.08133930098015	2.0	-0.286252316980793	0.13629844437691901
taxid375061	2.25	0.5	0.409061543436171	3.5342917352885173	rod-shaped	Arenimonas donghaensis	Arenimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000743535	2977056.0	68.74	2698.0	92.84971461739384	1.0	-0.255795219232064	0.0906675905389805
taxid375574	2.3	1.1	1.8373081035744308	7.948229413582176	rod-shaped	Gulbenkiania indica	Gulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001418035	2848002.0	63.64	2714.0	90.86117214805329	0.0	-0.47914052351709097	0.17928718828184198
taxid375761	0.8	0.5	0.12435470920459593	1.2566370614359172	rod-shaped	Pseudooceanicola nanhaiensis	Pseudooceanicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000688295	4659730.0	67.93	4463.0	90.01184617992888	1.0	-0.32601339914802696	0.125589269194353
taxid376733	0.9	0.45	0.11928234606598745	1.2723450247038663	rod-shaped	Paracoccus halophilus	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000763905	4012851.0	65.19	3865.0	89.59111614161604	1.0	-0.262190918372543	0.105971860730216
taxid377615	3.5	0.6	0.9330530181161686	6.5973445725385655	rod-shaped	Thermobacillus composti	Thermobacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000227705	4355525.0	60.12	4014.0	87.48674384833058	5.0	-0.25769301467106304	0.106286579177891
taxid379347	1.4319949949077992	0.8112825074387918	0.598625892272496	3.649753088214824	rod-shaped	Tritonibacter mobilis	Tritonibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000376545	4830028.0	58.77	4605.0	88.92904968666849	4.0	-0.6950746000526421	0.250207442298645
taxid379893	1.25	0.6	0.2968805057642355	2.3561944901923453	rod-shaped	Trabulsiella odontotermitis	Trabulsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001297765	4602545.0	54.77	4224.0	89.57857011718518	3.0	-0.8578892611084851	0.293523914541086
taxid379896	4.979959839195495	0.8944271909999159	2.9416726563700006	13.99331809534868	rod-shaped	Paenibacillus fonticola	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000381905	6309271.0	47.68	5639.0	85.40693528618442	0.0	-0.65211916041213	0.25190789570123495
taxid379900	1.25	0.8	0.4942772441647941	3.1415926535897927	rod-shaped	Niabella aurantiaca	Niabella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G000374125	5927438.0	48.64	4899.0	88.04225366844831	4.0	-0.372829430160879	0.18299612624862696
taxid380174	4.5	0.6	1.21579635693925	8.482300164692441	rod-shaped	Cohnella laeviribosi	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000378425	4476185.0	57.26	4167.0	86.59373998170317	0.0	-0.419826099792336	0.16418522687299403
taxid381300	4.0	0.4472135954999579	0.6049024816144896	5.619851784832581	rod-shaped	Thiohalospira halophila	Thiohalospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900112605	2687697.0	69.12	2662.0	92.2598417902018	1.0	-0.15113268106307	0.0715077759760218
taxid381306	6.0	0.34641016151377546	0.5546038814607573	6.529677711243182	rod-shaped	Thiohalorhabdus denitrificans	Thiohalorhabdus			Gammaproteobacteria	Proteobacteria	Bacteria	species	G001399755	2869005.0	68.88	2711.0	89.13079621680687	0.0	-0.082091772783166	0.0285500056511891
taxid382454	1.05	0.6	0.2403318379996192	1.9792033717615696	rod-shaped	Algiphilus aromaticivorans	Algiphilus	Algiphilaceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000733765	3805681.0	66.38	3561.0	91.52414508730502	1.0	-0.10659793312247198	0.0463548205207889
taxid384677	1.3	0.65	0.3594832843717071	2.6546457922833757	rod-shaped	Ornithinimicrobium pekingense	Ornithinimicrobium	Ornithinimicrobiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000421185	3852644.0	72.94	3541.0	92.30668600576642	1.0	-0.24179515291397896	0.0868804554686929
taxid384933	1.8027756377319943	0.28284271247461906	0.1073478900738453	1.6019042244414097	rod-shaped	Bacillus aidingensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000429685	4418137.0	44.63	4415.0	86.28181969006394	0.0	-0.199234384757042	0.0986542725349009
taxid385492	1.8	0.4	0.2094395102393196	2.2619467105846507	rod-shaped	Pseudophaeobacter arcticus	Pseudophaeobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000473205	5049234.0	59.27	4813.0	87.99324808475899	5.0	-0.5973286191789301	0.232814932251531
taxid385682	6.999999999999999	0.25	0.33952108105202194	5.497787143782138	rod-shaped	Thermophagus xiamenensis	Thermophagus	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	species	G000220155	3863529.0	39.09	3054.0	83.95285760764318	0.0	-0.10611621178997699	0.0502217718266756
taxid386414	1.1	0.4	0.12147491593880536	1.3823007675795091	rod-shaped	Prevotella timonensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000455445	3217068.0	42.5	2693.0	87.4449343315093	0.0	-0.36160884277464705	0.149337911990961
taxid386490	1.75	0.55	0.3722132796034408	3.0237829290801765	rod-shaped	Terribacillus goriensis	Terribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000725365	3577082.0	42.76	3591.0	87.87240549699447	8.0	-0.7993711378216791	0.285109987923869
taxid387090	3.2015621187164243	0.7483314773547882	1.2984094398242274	7.526721016634859	rod-shaped	Phocaeicola coprophilus	Phocaeicola	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000157915	4041504.0	45.72	3497.0	90.61022827145538	1.0	-0.8114416098972091	0.269799112508389
taxid387661	2.0615528128088303	0.8	0.9022081809200508	5.181247337366076	rod-shaped	Parabacteroides johnsonii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000307375	4629061.0	45.13	3766.0	90.20840295688478	4.0	-0.6495449719984371	0.23550055370288397
taxid388408	1.95	0.6	0.4948008429403925	3.6756634047000585	rod-shaped	Roseibium alexandrii	Roseibium	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000158095	5504826.0	56.4	5135.0	89.09660359836988	3.0	-0.43463472290441296	0.16922237564664402
taxid388413	2.5	0.5	0.4581489286485115	3.9269908169872414	rod-shaped	Algoriphagus machipongonensis	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000166275	4787724.0	38.69	4029.0	90.92265970218834	3.0	-0.436230962239668	0.193727326652997
taxid388950	1.5491933384829668	0.7245688373094719	0.5391970105022141	3.526429007561698	rod-shaped	Pontibacter akesuensis	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	N8818	4822919.0	51.010000000000005	4113.0	85.83303332774551	2.5	-0.7060570861976525	0.2699202788206385
taxid390640	3.464101615137755	0.6324555320336759	1.02204903010189	6.882884651454574	rod-shaped	Salinimicrobium catena	Salinimicrobium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900102915	3261465.0	43.77	2985.0	90.72422975564663	0.0	-0.5696782892955329	0.230105323595573
taxid390641	1.3	0.75	0.4638757902566179	3.0630528372500483	ovoid-shaped	Wenxinia marina	Wenxinia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000379485	4175892.0	70.55	4045.0	89.75268038541228	1.0	-0.15270642755007097	0.0543191391730925
taxid390841	4.242640687119285	0.8	1.9985425237628511	10.66291905158008	rod-shaped	Lentilactobacillus farraginis	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000583655	2844682.0	42.06	3186.0	84.97413770678058	1.0	-0.48265334390028997	0.20562386173619102
taxid390842	2.8284271247461903	0.8	1.2876812536575126	7.108612701053383	rod-shaped	Lentilactobacillus parafarraginis	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N8781	2978365.5	45.385000000000005	3321.5	85.97972979397994	0.5	-0.60242378117925	0.250623920079208
taxid390877	2.5	0.9	1.3995795271742528	7.0685834705770345	rod-shaped	Nisaea denitrificans	Nisaea	Thalassobaculaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000426505	4626718.0	60.54	4264.0	91.22663192353629	1.0	-0.284056607584828	0.112550194500679
taxid391953	1.6613247725836149	0.938083151964686	0.9321064106682272	4.896048934535462		Aquincola tertiaricarbonis	Aquincola		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000969605	6319576.0	70.18	5742.0	92.33741314290705	1.0	-0.36834191814169104	0.160390704968272
taxid392015	5.47722557505166	0.7483314773547882	2.299298503329404	12.876698099213991	rod-shaped	Alicyclobacillus macrosporangiidus	Alicyclobacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000702485	4091649.0	62.32	4064.0	86.61182814068363	6.0	-0.18266184474965502	0.0749961021222038
taxid392016	4.4721359549995805	0.8485281374238571	2.3689895174009608	11.92150591895532	rod-shaped	Alicyclobacillus contaminans	Alicyclobacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000429525	3272318.0	58.18	3432.0	87.65291148354164	0.0	-0.20725054171339397	0.0800091192816713
taxid392409	0.85	0.45	0.11133018966158832	1.2016591899980955	rod-shaped	Sphingomonas jaspsi	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000585415	2548011.0	64.7	2586.0	93.07035958635971	1.0	-0.423762103609193	0.147841078980295
taxid392416	8.5	0.75	3.644738352016284	20.02765316663493	rod-shaped	Companilactobacillus crustorum	Companilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001951175	2316479.0	35.08	2261.0	86.78503021179989	4.0	-0.538877152921835	0.21311777642440602
taxid392566	2.79	1.2	2.703026319148658	10.518052204218623	rod-shaped	Liquorilactobacillus aquaticus	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001436755	2407726.0	37.4	2236.0	85.18016584943634	1.0	-0.38737612893828993	0.158519210756354
taxid392589	0.95	0.6	0.21205750411731106	1.790707812546182	rod-shaped	Perlucidibaca piscinae	Perlucidibaca	Perlucidibacaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000420045	2424065.0	64.91	2324.0	93.0320350320639	1.0	-0.40303520370706	0.14682301539196502
taxid392734	1.1224972160321824	0.5916079783099616	0.2543536258731245	2.086263535817181	rod	Terriglobus roseus	Terriglobus	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	species	N4909	4852066.0	56.69	4097.0	91.26281464431852	1.0	-0.48498789459760705	0.18102044817041896
taxid392736	4.999999999999999	0.8	2.3792328363186703	12.56637061435917	rod-shaped	Uliginosibacterium gangwonense	Uliginosibacterium	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000373965	5021710.0	56.57	4657.0	89.38724060130913	0.0	-0.46866693609654403	0.17373978668965898
taxid392827	2.5	0.4	0.2974041045398338	3.1415926535897927	rod-shaped	Halalkalibacillus halophilus	Halalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000423105	2707549.0	37.43	2771.0	88.48582241724895	0.0	-0.46074304570150504	0.188138918441742
taxid392838	1.7	0.75	0.6405903770210437	4.005530633326987	rod-shaped	Bacteroides propionicifaciens	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000375405	2634691.0	37.99	2285.0	89.87311984593259	0.0	-0.38294378130559603	0.149945064317215
taxid392842	3.75	0.75	1.5462526341887264	8.835729338221295	rod-shaped	Desulfothermus okinawensis	Desulfothermus	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G001311565	2774183.0	35.96	5821.0	77.63096378285066	1.0	-0.0872406086860025	0.0323105807479411
taxid393087	1.4832396974191326	0.4472135954999579	0.20957069774276565	2.0838968152188624	rod-shaped	Gracilibacillus lacisalsi	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000377765	4409254.0	36.81	4278.0	85.642922816422	0.0	-0.525178137857911	0.20963972128244798
taxid393278	1.3	0.7	0.4105014400690663	2.8588493147667124	coccus-shaped	Donghicola eburneus	Donghicola	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900115865	4426466.0	58.82	4287.0	90.17168549357432	1.0	-0.643614494133535	0.23144308410212805
taxid393662	1.5	0.5291502622129179	0.2910784885106198	2.4935618646198243	pleomorphic-shaped	Congregibacter litoralis	Congregibacter	Halieaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000153125	4351117.0	57.67	3933.0	91.17162328661811	2.0	-0.207545769091763	0.0941456938659326
taxid394098	6.0	2.0	16.755160819145562	37.69911184307753	rod-shaped	Bhargavaea cecembensis	Bhargavaea	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N5201	3108079.0	56.09	3098.0	88.15681995783142	1.0	-0.673303075732778	0.259667558164286
taxid394734	3.65	0.8	1.7006488231432746	9.173450548482194	rod-shaped	Nocardioides insulae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000422825	4060447.0	70.78	3656.0	90.92176304727042	1.0	-0.31684524595089697	0.112732103711864
taxid395085	2.7	0.5	0.497418836818384	4.241150082346222	rod-shaped	Ligilactobacillus ceti	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000423245	1385752.0	33.67	1279.0	89.62556070638901	0.0	-0.6460656977678659	0.280917365917399
taxid395922	1.2	0.5	0.2028945255443408	1.884955592153876	coccus-shaped	Coraliomargarita akajimensis	Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria	species	G000025905	3750771.0	53.6	3146.0	90.31703081846372	2.0	-0.540429114405293	0.19234483213409603
taxid395961	3.2403703492039297	3.2403703492039297	17.814866446946194	32.98672286269284	sphere/spheroid	Cyanothece sp. PCC 7425	Cyanothece	Cyanothecaceae	Oscillatoriales		Cyanobacteria	Bacteria	species	G000022045	5786110.0	50.65	5440.0	86.96936283617146	2.0	-0.0881369752505086	0.0376946259002735
taxid396005	2.0	0.65	0.5917647911965025	4.084070449666731	rod-shaped	Gilvimarinus chinensis	Gilvimarinus	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000377745	4068866.0	51.16	3620.0	90.15064639631781	4.0	-0.4111218307016671	0.17507628244911902
taxid396014	1.3	0.8	0.5194099853935125	3.267256359733385	ovoid-shaped	Brachybacterium phenoliresistens	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000576425	4188165.0	73.2	3692.0	91.15113659562122	1.0	-0.264583686736655	0.12439283952262402
taxid396268	2.8284271247461903	0.7071067811865476	1.0181606733279591	6.283185307179588	rod-shaped	Limosilactobacillus secaliphilus	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001437055	1646143.0	47.72	1511.0	89.15367619945533	1.0	-0.610654290419026	0.229024836293384
taxid396389	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	coccus-shaped	Aestuariimicrobium kwangyangense	Aestuariimicrobium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000421525	2990149.0	68.55	2633.0	92.04354030518213	1.0	-0.298844126092175	0.10795965882872502
taxid396716	4.0	1.25	4.3974115919388375	15.707963267948966	rod-shaped	Ligilactobacillus hayakitensis	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000615845	1667319.0	33.98	1692.0	87.42562161170116	1.0	-0.8007637063538341	0.287570855063439
taxid396808	2.5	0.8	1.1225957748827529	6.2831853071795845	rod-shaped	Andreprevotia chitinilytica	Andreprevotia	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000711875	5149006.0	59.89	4484.0	88.04951868380033	1.0	-0.5265661242720651	0.203502447825968
taxid397260	1.75	0.75	0.6626797003665971	4.123340357836604	rod-shaped	Sphingomonas sanxanigenens	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000512205	6580298.0	66.66	6144.0	90.45812210936344	3.0	-0.317071260312242	0.11915587276302
taxid397278	0.6	0.6	0.11309733552923255	1.1309733552923256	coccus-shaped	Marmoricola aequoreus	Marmoricola	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000720335	4163496.0	72.93	3964.0	92.1388900097418	1.0	-0.201887044754083	0.0804582996814007
taxid397865	6.349999999999999	1.2	6.7292914639893375	23.938936020354237	rod-shaped	Barnesiella viscericola	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000512915	3076856.0	51.67	2499.0	88.97546716518421	5.0	-0.49879721007781996	0.191521730863892
taxid398037	1.8	1.15	1.471476184048594	6.503096792930871	rod-shaped	Segetibacter koreensis	Segetibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G000374045	6107890.0	37.41	5151.0	84.6914073436162	2.0	-0.193022166166149	0.0953781417168224
taxid398199	1.095445115010332	0.6324555320336759	0.2779136441340879	2.176559237081061	rod-shaped	Proteiniclasticum ruminis	Proteiniclasticum	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N2993	3145685.5	43.36	2910.0	88.74940223750613	0.5	-0.657847706080344	0.2161591517718235
taxid398555	3.464101615137755	0.8	1.6072061031116849	8.706236948324246	rod-shaped	Agrilactobacillus composti	Agrilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000583695	3449704.0	43.94	3987.0	87.86171219327801	1.0	-0.681243399192074	0.25878024961892104
taxid398736	2.5	0.45	0.3737513510067607	3.5342917352885173	rod-shaped	Vibrio rhizosphaerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000711805	4463095.0	46.28	3882.0	87.16068109686216	0.0	-0.8891264003114671	0.31278895748640695
taxid398743	2.224859546128698	0.4242640687119285	0.29453913502070417	2.9654371551881886	rod-shaped	Zunongwangia profunda	Zunongwangia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000023465	5128187.0	36.22	4490.0	87.84332552615574	3.0	-0.384996951968781	0.167267829459432
taxid399370	1.95	0.75	0.75103699374881	4.594579255875073	rod-shaped	Liquorilactobacillus ghanensis	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001435235	2605329.0	37.09	2431.0	86.9690929629233	1.0	-0.23177696954358	0.11128010260057598
taxid399548	4.0	0.5	0.7526732399225546	6.2831853071795845	rod-shaped	Desulfocurvus vexinensis	Desulfocurvus	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000519125	3627185.0	69.75	3304.0	88.54378808911044	3.0	-0.183752245121895	0.0804896180361773
taxid400055	1.7748239349298849	0.4415880433163923	0.2492755159923811	2.4621950579450727	rod-shaped	Robiginitalea myxolifaciens	Robiginitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900115205	3206962.0	48.87	2835.0	93.65892081041183	1.0	-0.25030326984258106	0.127117951576345
