taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid400946	1.75	0.75	0.662679700366597	4.123340357836604	1.75	0.75	0.662679700366597	4.123340357836604	rod-shaped	1.75,  1.75	0.75,  0.75	bacdive	Wohlfahrtiimonas chitiniclastica	Wohlfahrtiimonas			Gammaproteobacteria	Proteobacteria	Bacteria	species	N3173	2152206.5	43.58	2013.5	92.16163910246155	1.5	-0.788450646145664	0.2707678136033525
taxid400948	3.5	0.75	1.43580601746096	8.246680715673207	3.5	0.75	1.43580601746096	8.246680715673207	rod-shaped	3.5,  3.5	0.75,  0.75	bacdive	Deefgea rivuli	Deefgea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000620145	3711979.0	49.03	3387.0	87.87722128815922	0.0	-0.708751229465238	0.262852307315242
taxid401558	2.3	1.4	2.82219740047483	10.11592834455913	2.3	1.4	2.82219740047483	10.115928344559132	rod-shaped	2.3,  2.3	1.4,  1.4	bacdive	Deinococcus cellulosilyticus	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	genus	N739	3807137.0	67.41	3631.0	88.27401348743052	3.0	-0.445518060202921	0.148520789340029
taxid401562	1.224744871391589	0.7211102550927979	0.4020255976372558	2.77457950559174	1.25	0.8500000000000001	0.5485351672861679	3.337942194439156	rod-shaped	1.0,  1.5	0.4,  1.3	bacdive	Aureimonas ureilytica	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N9983	5049764.5	66.28	4742.5	88.37544986660544	0.5	-0.3628436080540035	0.147715979134237
taxid401638	4.123105625617661	0.7937253933193772	1.9092041411953515	10.281218951839662	4.65	0.8	2.2033036477176418	11.686724671354032	rod-shaped	2.5,  6.8	0.7,  0.9	bacdive	Paenibacillus taiwanensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000425125	5247653.0	44.83	4641.0	85.56968229416084	0.0	-0.742230735931704	0.272237610685539
taxid402297	1.7	0.9	0.8906415172927064	4.806636759992383	1.7	0.9	0.8906415172927064	4.806636759992383	rod-shaped	1.7,  1.7	0.9,  0.9	bacdive	Nocardioides daphniae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid402384	1.414213562373095	0.7071067811865476	0.4628003060581632	3.1415926535897927	1.5	0.75	0.5522330836388308	3.5342917352885173	rod-shaped	1.0,  2.0	0.5,  1.0	bacdive	Halobacillus mangrovi	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5614	4035520.0	41.775	4060.5	84.94012861236216	0.5	-0.759265069139885	0.27940266177803896
taxid402385	2.3	1.5	3.1808625617596653	10.838494654884784	2.3	1.5	3.1808625617596653	10.838494654884784	rod-shaped	2.3,  2.3	1.5,  1.5	bacdive	Kushneria avicenniae	Kushneria	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7128	3750691.0	59.06	3488.0	89.75624512788028	1.0	-0.343357111169328	0.15103256631404
taxid402596	0.6928203230275509	0.6928203230275509	0.1741247389664849	1.5079644737231006	0.7	0.7	0.1795943800302164	1.5393804002589986	coccus	0.6,  0.8	0.6,  0.8	bm5	Nocardioides exalbidus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid402648	0.85	0.5	0.134172186247064	1.335176877775662	0.85	0.5	0.1341721862470641	1.335176877775662	rod-shaped	0.85,  0.85	0.5,  0.5	bacdive	Streptomyces hainanensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	N5091	8318010.0	71.99	7310.0	87.56259485470594	1.0	-0.467889854870651	0.173475057539848
taxid402734	1.6	0.45	0.2306125357275758	2.261946710584651	1.6	0.45	0.2306125357275758	2.261946710584651	rod-shaped	1.6,  1.6	0.45,  0.45	bacdive	Flavobacterium terrigena	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid402877	2.449489742783178	0.4898979485566356	0.4309367429343864	3.769911184307752	2.75	0.5	0.507236313860852	4.319689898685965	rod-shaped	1.5,  4.0	0.4,  0.6	bacdive	Syntrophomonas palmitatica	Syntrophomonas	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G001311885	2581434.0	45.37	2858.0	87.52774620617842	1.0	-0.0527415010482837	0.0234549781569376
taxid402883	4.0	2.25	12.92225415714864	28.274333882308134	4.0	2.25	12.92225415714864	28.27433388230813	rod-shaped	4.0,  4.0	2.25,  2.25	bacdive	Allochromatium renukae	Allochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000025485	3669074.0	64.19	3261.0	91.00446052600738	3.0	-0.186711151997511	0.0808191849753853
taxid403962	2.15	0.9	1.1769191478510763	6.078981784696249	2.15	0.9	1.1769191478510763	6.078981784696249	rod-shaped	2.15,  2.15	0.9,  0.9	bacdive	Azospirillum canadense	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8204	6716963.5	68.245	6009.0	88.30622601008994	9.0	-0.27311647504331005	0.110586619930969
taxid404011	3.5	0.65	1.0895108772496351	7.14712328691678	3.5	0.65	1.0895108772496351	7.147123286916779	rod-shaped	3.5,  3.5	0.65,  0.65	bacdive	Shewanella piezotolerans	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000014885	5396476.0	43.29	4593.0	84.20478475212342	8.0	-0.570024021569982	0.224328223807489
taxid404236	1.95	0.8	0.8461356213668509	4.900884539600076	1.95	0.8	0.8461356213668509	4.900884539600077	rod-shaped	1.95,  1.95	0.8,  0.8	bacdive	Maritimibacter alkaliphilus	Maritimibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000152805	4536113.0	64.13	4433.0	90.96354081126286	1.0	-0.398900847356557	0.154973890134314
taxid404335	5.25	0.4	0.642979296434711	6.5973445725385655	5.25	0.4	0.642979296434711	6.5973445725385655	rod-shaped	5.25,  5.25	0.4,  0.4	bacdive	Syntrophomonas zehnderi	Syntrophomonas	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000983115	2944717.0	44.73	2772.0	85.95871861370719	1.0	-0.061798382050972	0.0350658935216506
taxid404366	1.7	0.8	0.7204719152232592	4.272566008882119	1.7	0.8	0.7204719152232592	4.272566008882119	rod-shaped	1.7,  1.7	0.8,  0.8	bacdive	Microbacterium hatanonis	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7235	3489832.0	69.97999999999999	3360.0	92.18519725611162	1.0	-0.355239124376166	0.120926937808528
taxid404405	1.85	0.5	0.3305217270964261	2.9059732045705577	1.85	0.5	0.3305217270964261	2.905973204570558	rod-shaped	1.85,  1.85	0.5,  0.5	bacdive	Azospira restricta	Azospira	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000236665	3806980.0	65.37	3441.0	90.0397165207067	2.0	-0.605243525958254	0.23737335352957
taxid404770	1.6	0.65	0.4590325015823336	3.267256359733385	1.6	0.65	0.4590325015823336	3.267256359733385	rod-shaped	1.6,  1.6	0.65,  0.65	bacdive	Marinobacterium litorale	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000428985	4380400.0	56.42	4227.0	91.87777371929504	0.0	-0.510142672868234	0.202715881449815
taxid404941	2.0	0.3872983346207417	0.2204102789843333	2.433467205584168	2.5	0.425	0.3345591645301411	3.3379421944391554	bacilli	1.0,  4.0	0.25,  0.6	bm5	Mycobacteroides salmoniphilum	Mycobacteroides	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5074	5060154.0	64.035	4945.0	93.00938670885	1.0	-0.34851412416934546	0.1259529083708935
taxid405555	1.095445115010332	0.4898979485566356	0.1757053436197524	1.6859555354497742	1.1	0.5	0.1832595714594046	1.7278759594743864	rod-shaped	1.0,  1.2	0.4,  0.6	bacdive	Haloactinospora alba	Haloactinospora	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	family	N4006	5978026.0	71.02	5597.0	85.65067431483706	1.0	-0.30812473521630845	0.1080350151377315
taxid405559	4.0	1.8	8.651946167986292	22.61946710584651	4.0	1.8	8.651946167986292	22.61946710584651	coccus-shaped	4.0,  4.0	1.8,  1.8	bacdive	Paracoccus saliphilus	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4213283.0	67.36	4057.0	90.00040862771826	1.0	-0.29958801187470097	0.124626205647068
taxid405671	2.15	0.4	0.2534218073895766	2.701769682087222	2.15	0.4	0.2534218073895766	2.701769682087222	rod-shaped	2.15,  2.15	0.4,  0.4	bacdive	Pedobacter terrae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900100705	5755101.0	38.77	4971.0	85.95258362972257	1.0	-0.624150626762394	0.2480710731374
taxid405746	1.35	0.65	0.3760748205734781	2.756747553525044	1.35	0.65	0.3760748205734781	2.756747553525044	ovoid-shaped	1.35,  1.35	0.65,  0.65	bacdive	Leisingera daeponensis	Leisingera	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000473145	4642596.0	64.34	4310.0	88.22466999066901	4.0	-0.557094786980748	0.198235834170805
taxid405770	0.8	0.8	0.268082573106329	2.010619298297468	0.8	0.8	0.268082573106329	2.010619298297468	coccus-shaped	0.8,  0.8	0.8,  0.8	bacdive	Rothia halotolerans	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4729	2506025.0	59.62	2152.0	85.62137249229357	3.0	-0.55378876170689	0.170872236249942
taxid405946	2.097617696340304	0.5477225575051662	0.4512214967931072	3.6094151616900434	2.1	0.55	0.4553673101531456	3.628539514896212	rod-shaped	2.0,  2.2	0.5,  0.6	bacdive	Oceanobacillus caeni	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001298135	3579090.0	35.71	3719.0	82.6151060744491	1.0	-0.523299858223895	0.200591640440031
taxid406020	3.162277660168379	1.414213562373095	4.226813643204988	14.049629462081452	3.5	1.5	5.301437602932776	16.493361431346415	pleomorphic-shaped	2.0,  5.0	1.0,  2.0	bacdive	Thiomicrospira microaerophila	Thiomicrospira	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000934765	3102228.0	45.66	2829.0	89.99251505692038	2.0	-0.412696531443224	0.170522931667377
taxid406100	6.0	0.8	2.881887660893037	15.07964473723101	6.0	0.8	2.881887660893037	15.079644737231009	rod-shaped	6.0,  6.0	0.8,  0.8	bacdive	Aquisalimonas asiatica	Aquisalimonas	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900110585	4037907.0	66.01	3714.0	91.25878827818472	1.0	-0.130023332348415	0.0506861954485609
taxid406515	15.0	0.4	1.8682004313347305	18.84955592153876	15.0	0.4	1.8682004313347305	18.84955592153876	rod-shaped	15.0,  15.0	0.4,  0.4	bacdive	Perexilibacter aurantiacus	Perexilibacter	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	N6965	8065497.0	34.87	6139.0	87.07080692822063	2.0	-0.670779512823691	0.268594732815131
taxid406549	1.05	0.7	0.3142901650528788	2.309070600388498	1.05	0.7	0.3142901650528788	2.309070600388498		1.05,  1.05	0.7,  0.7	bacdive	Halorubrum luteum	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	N1662	3619738.0	66.86	3571.0	85.53558876011607	1.0	-0.141088496741429	0.0611228310023052
taxid407022	1.35	0.55	0.2771801018323495	2.332632545290422	1.35	0.55	0.2771801018323495	2.332632545290422	rod-shaped	1.35,  1.35	0.55,  0.55	bacdive	Olivibacter domesticus	Olivibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	species	G900109575	6780495.0	38.94	5658.0	89.3598918663018	0.0	-0.395199016369665	0.173330665583689
taxid407036	3.0000000000000004	0.5	0.5563236990731926	4.71238898038469	3.0	0.5	0.5563236990731926	4.71238898038469	rod-shaped	3.0,  3.0	0.5,  0.5	bacdive	Sediminibacillus albus	Sediminibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5615	4000934.0	44.0	3969.0	83.19453908132371	0.0	-0.586101947925771	0.226651085547423
taxid407164	4.999999999999999	0.3499999999999999	0.4698317263290485	5.497787143782138	5.0	0.35	0.4698317263290485	5.497787143782138	rod-shaped	5.0,  5.0	0.35,  0.35	bacdive	Microbulbifer pacificus	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7120	4349217.5	52.825	3790.0	86.15002407023582	1.0	-0.5814444979031395	0.2305751828554795
taxid407188	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	2.0,  2.0	0.5,  0.5	bacdive	Pelobacter seleniigenes	Pelobacter	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000711225	5088373.0	54.19	4478.0	87.16548492022892	2.0	-0.252226266395256	0.126343858362143
taxid407844	4.5	0.75	1.8775924843720249	10.602875205865551	4.5	0.75	1.8775924843720249	10.602875205865551	rod-shaped	4.5,  4.5	0.75,  0.75	bacdive	Aureispira maritima	Aureispira	Saprospiraceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	family	N5263	4495250.0	46.06	3570.0	83.39403911426452	3.0	-0.590387181359062	0.252459643230899
taxid407975	3.0000000000000004	0.8	1.3739231871699364	7.539822368615502	3.0	0.8	1.3739231871699364	7.539822368615503	rod-shaped	3.0,  3.0	0.8,  0.8	bacdive	Prevotella pleuritidis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8538	3112461.0	46.709999999999994	2648.5	87.91953970877609	0.0	-0.504856008797439	0.193444338395252
taxid407998	1.3	0.37	0.1265163867496535	1.5111060663766906	1.3	0.37	0.1265163867496535	1.5111060663766906	rod-shaped	1.3,  1.3	0.37,  0.37	bacdive	Venenivibrio stagnispumantis	Venenivibrio	Hydrogenothermaceae	Aquificales	Aquificae	Aquificae	Bacteria	family	N1883	1640877.0	32.82	1716.0	94.73744832793682	2.0	-0.0716648988587258	0.0395310404046461
taxid408074	0.7	0.4	0.0712094334813686	0.879645943005142	0.7	0.4	0.0712094334813686	0.879645943005142	rod-shaped	0.7,  0.7	0.4,  0.4	bacdive	Chitinophaga terrae (ex Kim and Jung 2007)	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N6540	8280239.0	45.485	6634.5	89.33643169199833	1.0	-0.510657297397852	0.2083063929255305
taxid408139	11.499999999999998	0.2	0.359188760060433	7.225663103256524	11.5	0.2	0.359188760060433	7.225663103256524		11.5,  11.5	0.2,  0.2	bacdive	Leptospira kmetyi	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	species	G000243735	4418431.0	44.82	4002.0	90.80300224219864	1.0	-0.26589706828987	0.1259884261693
taxid408174	1.0	0.3872983346207417	0.1026005544747162	1.2167336027920836	1.25	0.4	0.1403244718603441	1.5707963267948966	rod-shaped	0.5,  2.0	0.3,  0.5	bacdive	Devosia insulae	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000970465	5750119.0	65.28	5695.0	89.21517972062838	1.0	-0.353003147152914	0.137772499913209
taxid408558	1.414213562373095	0.5	0.244955260160004	2.221441469079183	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	1.0,  2.0	0.5,  0.5	bacdive	Comamonas composti	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000429845	4634066.0	63.3	4085.0	87.997408755076	1.0	-0.599626188641512	0.226579075457183
taxid408577	4.999999999999999	0.425	0.6892155226893013	6.675884388878311	5.0	0.425	0.6892155226893013	6.675884388878311	rod-shaped	5.0,  5.0	0.425,  0.425	bacdive	Methanobacterium veterum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	G000745485	3369555.0	33.21	3289.0	79.84615179155703	1.0	-0.212548369752504	0.0990873570593725
taxid408580	2.121320343559643	0.5916079783099616	0.5289194733447614	3.942667489367541	2.25	0.6	0.5796238445873167	4.241150082346221	rod-shaped	1.5,  3.0	0.5,  0.7	bacdive	Bacillus coahuilensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N7679	3394397.0	38.004999999999995	3864.0	84.87669358244179	1.0	-0.865428921623586	0.31559586746048596
taxid408753	5.5	0.5	1.0471975511965976	8.639379797371928	5.5	0.5	1.0471975511965976	8.63937979737193	rod-shaped	5.5,  5.5	0.5,  0.5	bacdive	Clostridiisalibacter paucivorans	Clostridiisalibacter	Thermohalobacteraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000620125	3250627.0	31.41	3180.0	88.49898804138402	0.0	-0.110188897795353	0.049534706576435
taxid409322	10.5	0.25	0.5113269292952137	8.246680715673207	10.5	0.25	0.5113269292952137	8.246680715673207		10.5,  10.5	0.25,  0.25	bacdive	Treponema pedis	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000447675	2889325.0	36.9	2595.0	88.62720531612055	2.0	-0.12377699192041	0.0532205530478097
taxid409436	2.0615528128088303	0.4898979485566356	0.357812354378571	3.1728530519252143	2.1	0.5	0.3796091123087666	3.2986722862692828	rod-shaped	1.7,  2.5	0.4,  0.6	bacdive	Gramella marina	Gramella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N10138	3407289.5	37.56	3107.0	91.13574248064953	3.0	-0.373336840578392	0.1700380552499005
taxid410755	1.7320508075688774	0.4242640687119284	0.2248699409499067	2.3085896942913555	2.0	0.4499999999999999	0.294229786962769	2.8274333882308134	rod-shaped	1.0,  3.0	0.3,  0.6	bacdive	Mesorhizobium tarimense	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.87273605000098	1.0	-0.307774890157027	0.107317308062013
taxid410756	1.7320508075688774	0.4242640687119284	0.2248699409499067	2.3085896942913555	2.0	0.4499999999999999	0.294229786962769	2.8274333882308134	rod-shaped	1.0,  3.0	0.3,  0.6	bacdive	Mesorhizobium gobiense	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.87273605000098	1.0	-0.307774890157027	0.107317308062013
taxid410764	1.7320508075688774	0.3872983346207417	0.1888432584414485	2.1074444193122184	2.0	0.4	0.2345722514680379	2.5132741228718345	rod-shaped	1.0,  3.0	0.3,  0.5	bacdive	Rhizobium multihospitium	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10231	6973926.0	59.845	6608.0	87.21358616341865	1.0	-0.5466015372098575	0.189806517410208
taxid410837	1.414213562373095	0.5017111953712379	0.2465113841160096	2.2290441097979112	1.5	0.515	0.2768754982446451	2.4268803248981152	rods-coccus	1.0,  2.0, 1.0,  2.0	0.4,  0.6, 0.4,  0.66	bacdive, bm5	Pseudarthrobacter defluvii	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N8722	4535320.0	65.96	4246.0	89.96143601774517	4.0	-0.61136114364793	0.197459846827408
taxid410841	1.5	0.65	0.4258494291787914	3.0630528372500483	1.5	0.65	0.4258494291787914	3.0630528372500483	rod-shaped	1.5,  1.5	0.65,  0.65	bacdive	Kaistia defluvii	Kaistia	Kaistiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8881	4802655.0	66.525	4475.0	88.80457033481852	0.5	-0.290410871916113	0.1280519457992185
taxid411153	2.121320343559643	0.6928203230275509	0.7126565593852635	4.617179388582711	2.25	0.7	0.7761042851305783	4.948008429403924	rod-shaped	1.5,  3.0	0.6,  0.8	bacdive	Gramella forsetii	Gramella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000060345	3798465.0	36.61	3448.0	89.80646129423333	3.0	-0.359133092057734	0.168940612946268
taxid411945	2.5	0.7	0.8723155601467657	5.497787143782138	2.5	0.7	0.8723155601467657	5.497787143782138	rod-shaped	2.5,  2.5	0.7,  0.7	bacdive	Rhizobium miluonense	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10231	6973926.0	59.845	6608.0	87.21358616341865	1.0	-0.5466015372098575	0.189806517410208
taxid411959	3.75	0.8	1.7509143056007117	9.42477796076938	3.75	0.8	1.7509143056007117	9.42477796076938	rod-shaped	3.75,  3.75	0.8,  0.8	bacdive	Virgibacillus chiguensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	-0.472714270057258	0.194428801373267
taxid412437	2.65	0.5	0.4876013597759158	4.162610266006475	2.65	0.5	0.4876013597759158	4.162610266006475	rod-shaped	2.65,  2.65	0.5,  0.5	bacdive	Rheinheimera aquimaris	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7530	4373987.0	49.26	3996.5	91.5156329934664	0.5	-0.613156094297248	0.2670121359746995
taxid412438	2.0	0.4898979485566356	0.3462099225068905	3.078119592388473	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	0.8,  5.0	0.4,  0.6	bacdive	Chryseobacterium daeguense	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000430825	4214564.0	36.14	4017.0	88.73843178084377	1.0	-0.74173655078491	0.287811517483881
